"accession"	"species"	"Accession_without_shared_peptide"	"pep_count"
"sp|P0CF66|INSE1_ECOLI"	"ECOLI"	FALSE	58
"sp|P0CF67|INSE2_ECOLI"	"ECOLI"	FALSE	58
"sp|P0CF68|INSE3_ECOLI"	"ECOLI"	FALSE	58
"sp|P0CF69|INSE4_ECOLI"	"ECOLI"	FALSE	58
"sp|P0CF70|INSE5_ECOLI"	"ECOLI"	FALSE	58
"sp|P0CF74|IGLC6_HUMAN"	"HUMAN"	FALSE	31
"sp|P0CF75|EBLN1_HUMAN"	"HUMAN"	FALSE	107
"sp|P0CF79|INSF1_ECOLI"	"ECOLI"	FALSE	142
"sp|P0CF80|INSF2_ECOLI"	"ECOLI"	FALSE	142
"sp|P0CF81|INSF3_ECOLI"	"ECOLI"	FALSE	142
"sp|P0CF82|INSF4_ECOLI"	"ECOLI"	FALSE	142
"sp|P0CF83|INSF5_ECOLI"	"ECOLI"	FALSE	142
"sp|P0CF86|YFJU_ECOLI"	"ECOLI"	FALSE	29
"sp|P0CF88|INSI1_ECOLI"	"ECOLI"	FALSE	224
"sp|P0CF89|INSI3_ECOLI"	"ECOLI"	FALSE	224
"sp|P0CF90|INSI4_ECOLI"	"ECOLI"	FALSE	224
"sp|P0CF91|INSL1_ECOLI"	"ECOLI"	FALSE	157
"sp|P0CF92|INSL2_ECOLI"	"ECOLI"	FALSE	157
"sp|P0CF93|INSL3_ECOLI"	"ECOLI"	FALSE	157
"sp|P0CF97|F200B_HUMAN"	"HUMAN"	FALSE	273
"sp|P0CG00|ZSA5D_HUMAN"	"HUMAN"	FALSE	215
"sp|P0CG01|GKN3_HUMAN"	"HUMAN"	TRUE	56
"sp|P0CG04|IGLC1_HUMAN"	"HUMAN"	FALSE	32
"sp|P0CG08|GPHRB_HUMAN"	"HUMAN"	FALSE	146
"sp|P0CG12|DERPC_HUMAN"	"HUMAN"	FALSE	113
"sp|P0CG13|CTF8_HUMAN"	"HUMAN"	TRUE	37
"sp|P0CG19|RNPH_ECOLI"	"ECOLI"	FALSE	81
"sp|P0CG20|PRR35_HUMAN"	"HUMAN"	FALSE	163
"sp|P0CG21|NHLC4_HUMAN"	"HUMAN"	FALSE	28
"sp|P0CG22|DR4L1_HUMAN"	"HUMAN"	FALSE	124
"sp|P0CG23|ZN853_HUMAN"	"HUMAN"	FALSE	138
"sp|P0CG24|ZN883_HUMAN"	"HUMAN"	FALSE	163
"sp|P0CG29|GST2_HUMAN"	"HUMAN"	FALSE	83
"sp|P0CG30|GSTT2_HUMAN"	"HUMAN"	FALSE	80
"sp|P0CG31|Z286B_HUMAN"	"HUMAN"	FALSE	228
"sp|P0CG32|ZCC18_HUMAN"	"HUMAN"	FALSE	161
"sp|P0CG33|GOG6D_HUMAN"	"HUMAN"	FALSE	327
"sp|P0CG34|TB15A_HUMAN"	"HUMAN"	FALSE	24
"sp|P0CG35|TB15B_HUMAN"	"HUMAN"	FALSE	24
"sp|P0CG36|CFC1B_HUMAN"	"HUMAN"	FALSE	77
"sp|P0CG37|CFC1_HUMAN"	"HUMAN"	FALSE	81
"sp|P0CG38|POTEI_HUMAN"	"HUMAN"	FALSE	452
"sp|P0CG39|POTEJ_HUMAN"	"HUMAN"	FALSE	442
"sp|P0CG40|SP9_HUMAN"	"HUMAN"	FALSE	130
"sp|P0CG41|CTGE8_HUMAN"	"HUMAN"	FALSE	354
"sp|P0CG42|F157B_HUMAN"	"HUMAN"	FALSE	181
"sp|P0CG43|F157C_HUMAN"	"HUMAN"	FALSE	172
"sp|P0CG47|UBB_HUMAN"	"HUMAN"	FALSE	48
"sp|P0CG48|UBC_HUMAN"	"HUMAN"	FALSE	48
"sp|P0CG63|UBI4P_YEAST"	"YEAST"	FALSE	48
"sp|P0CH08|RL40A_YEAST"	"YEAST"	FALSE	76
"sp|P0CH09|RL40B_YEAST"	"YEAST"	FALSE	76
"sp|P0CH63|DDI2_YEAST"	"YEAST"	FALSE	64
"sp|P0CH64|DDI3_YEAST"	"YEAST"	FALSE	64
"sp|P0CH98|F106C_HUMAN"	"HUMAN"	FALSE	29
"sp|P0CH99|Z705D_HUMAN"	"HUMAN"	FALSE	134
"sp|P0CI00|Z705B_HUMAN"	"HUMAN"	FALSE	132
"sp|P0CI01|SPDE6_HUMAN"	"HUMAN"	FALSE	200
"sp|P0CI25|TRI49_HUMAN"	"HUMAN"	FALSE	167
"sp|P0CI26|TR49C_HUMAN"	"HUMAN"	FALSE	167
"sp|P0CI31|HCAB_ECOLI"	"ECOLI"	FALSE	67
"sp|P0CI66|YAN2_YEAST"	"YEAST"	FALSE	17
"sp|P0CI67|YHU3_YEAST"	"YEAST"	FALSE	17
"sp|P0CJ68|HMN1_HUMAN"	"HUMAN"	FALSE	7
"sp|P0CJ69|HMN2_HUMAN"	"HUMAN"	FALSE	8
"sp|P0CJ70|HMN3_HUMAN"	"HUMAN"	TRUE	9
"sp|P0CJ71|HMN4_HUMAN"	"HUMAN"	TRUE	6
"sp|P0CJ72|HMN5_HUMAN"	"HUMAN"	TRUE	4
"sp|P0CJ73|HMN6_HUMAN"	"HUMAN"	TRUE	7
"sp|P0CJ74|HMN7_HUMAN"	"HUMAN"	TRUE	7
"sp|P0CJ75|HMN8_HUMAN"	"HUMAN"	FALSE	7
"sp|P0CJ76|HMN9_HUMAN"	"HUMAN"	TRUE	9
"sp|P0CJ77|HMN10_HUMAN"	"HUMAN"	TRUE	11
"sp|P0CJ78|ZN865_HUMAN"	"HUMAN"	FALSE	358
"sp|P0CJ79|ZN888_HUMAN"	"HUMAN"	FALSE	347
"sp|P0CJ85|DU4L2_HUMAN"	"HUMAN"	FALSE	133
"sp|P0CJ86|DU4L3_HUMAN"	"HUMAN"	FALSE	133
"sp|P0CJ87|DU4L4_HUMAN"	"HUMAN"	FALSE	133
"sp|P0CJ88|DU4L5_HUMAN"	"HUMAN"	FALSE	133
"sp|P0CJ89|DU4L6_HUMAN"	"HUMAN"	FALSE	133
"sp|P0CJ90|DU4L7_HUMAN"	"HUMAN"	FALSE	133
"sp|P0CJ92|GOG8H_HUMAN"	"HUMAN"	FALSE	300
"sp|P0CK95|ACFD_ECOLI"	"ECOLI"	FALSE	468
"sp|P0CK96|S352B_HUMAN"	"HUMAN"	FALSE	106
"sp|P0CK97|S35E2_HUMAN"	"HUMAN"	FALSE	81
"sp|P0CL23|YIR5_YEAST"	"YEAST"	FALSE	12
"sp|P0CL24|YJL2B_YEAST"	"YEAST"	FALSE	12
"sp|P0CL25|YIR4_YEAST"	"YEAST"	FALSE	39
"sp|P0CL26|YJL2A_YEAST"	"YEAST"	FALSE	39
"sp|P0CL27|YER90_YEAST"	"YEAST"	FALSE	17
"sp|P0CL28|YGR96_YEAST"	"YEAST"	FALSE	17
"sp|P0CL29|YML33_YEAST"	"YEAST"	FALSE	17
"sp|P0CL30|YNL39_YEAST"	"YEAST"	FALSE	17
"sp|P0CL31|YPL83_YEAST"	"YEAST"	FALSE	17
"sp|P0CL32|YH052_YEAST"	"YEAST"	FALSE	17
"sp|P0CL33|YH054_YEAST"	"YEAST"	FALSE	17
"sp|P0CL34|YH219_YEAST"	"YEAST"	FALSE	54
"sp|P0CL35|YML3B_YEAST"	"YEAST"	FALSE	54
"sp|P0CL36|YNL33_YEAST"	"YEAST"	FALSE	54
"sp|P0CL37|YD545_YEAST"	"YEAST"	FALSE	51
"sp|P0CL38|YL66C_YEAST"	"YEAST"	FALSE	51
"sp|P0CL39|YL67C_YEAST"	"YEAST"	FALSE	51
"sp|P0CL40|YOR96_YEAST"	"YEAST"	FALSE	51
"sp|P0CL41|YJ255_YEAST"	"YEAST"	FALSE	53
"sp|P0CL42|YI177_YEAST"	"YEAST"	FALSE	53
"sp|P0CL80|GG12F_HUMAN"	"HUMAN"	FALSE	26
"sp|P0CL81|GG12G_HUMAN"	"HUMAN"	FALSE	26
"sp|P0CL82|GG12I_HUMAN"	"HUMAN"	FALSE	26
"sp|P0CL83|ST3L1_HUMAN"	"HUMAN"	FALSE	91
"sp|P0CL84|ST3L2_HUMAN"	"HUMAN"	FALSE	64
"sp|P0CL85|ST3L3_HUMAN"	"HUMAN"	FALSE	61
"sp|P0CS90|HSP77_YEAST"	"YEAST"	FALSE	283
"sp|P0CT04|IPB2_YEAST"	"YEAST"	FALSE	36
"sp|P0CT86|YJ107_YEAST"	"YEAST"	FALSE	30
"sp|P0CV98|TSPY3_HUMAN"	"HUMAN"	FALSE	101
"sp|P0CV99|TSPY4_HUMAN"	"HUMAN"	FALSE	101
"sp|P0CW00|TSPY8_HUMAN"	"HUMAN"	FALSE	98
"sp|P0CW01|TSPYA_HUMAN"	"HUMAN"	FALSE	101
"sp|P0CW18|PRS56_HUMAN"	"HUMAN"	FALSE	186
"sp|P0CW19|LIMS3_HUMAN"	"HUMAN"	FALSE	37
"sp|P0CW20|LIMS4_HUMAN"	"HUMAN"	FALSE	37
"sp|P0CW21|SPGOS_HUMAN"	"HUMAN"	TRUE	24
"sp|P0CW23|AKAI1_HUMAN"	"HUMAN"	FALSE	26
"sp|P0CW24|PNM6A_HUMAN"	"HUMAN"	FALSE	146
"sp|P0CW27|CC166_HUMAN"	"HUMAN"	FALSE	225
"sp|P0CW40|MALX2_YEAST"	"YEAST"	FALSE	244
"sp|P0CW41|MALX4_YEAST"	"YEAST"	FALSE	244
"sp|P0CX08|DSF1_YEAST"	"YEAST"	FALSE	181
"sp|P0CX09|MAN2_YEAST"	"YEAST"	FALSE	181
"sp|P0CX10|ERR1_YEAST"	"YEAST"	FALSE	152
"sp|P0CX11|ERR2_YEAST"	"YEAST"	FALSE	152
"sp|P0CX12|COS2_YEAST"	"YEAST"	FALSE	158
"sp|P0CX13|COS3_YEAST"	"YEAST"	FALSE	158
"sp|P0CX14|YRF13_YEAST"	"YEAST"	FALSE	778
"sp|P0CX15|YRF17_YEAST"	"YEAST"	FALSE	778
"sp|P0CX16|YE076_YEAST"	"YEAST"	FALSE	91
"sp|P0CX17|YL464_YEAST"	"YEAST"	FALSE	91
"sp|P0CX18|YA066_YEAST"	"YEAST"	FALSE	41
"sp|P0CX19|YH214_YEAST"	"YEAST"	FALSE	41
"sp|P0CX20|YRF11_YEAST"	"YEAST"	FALSE	761
"sp|P0CX21|YRF15_YEAST"	"YEAST"	FALSE	761
"sp|P0CX22|YRF18_YEAST"	"YEAST"	FALSE	761
"sp|P0CX23|RL20A_YEAST"	"YEAST"	FALSE	111
"sp|P0CX24|RL20B_YEAST"	"YEAST"	FALSE	111
"sp|P0CX25|RL43A_YEAST"	"YEAST"	FALSE	58
"sp|P0CX26|RL43B_YEAST"	"YEAST"	FALSE	58
"sp|P0CX27|RL44A_YEAST"	"YEAST"	FALSE	82
"sp|P0CX28|RL44B_YEAST"	"YEAST"	FALSE	82
"sp|P0CX29|RS23A_YEAST"	"YEAST"	FALSE	95
"sp|P0CX30|RS23B_YEAST"	"YEAST"	FALSE	95
"sp|P0CX31|RS24A_YEAST"	"YEAST"	FALSE	94
"sp|P0CX32|RS24B_YEAST"	"YEAST"	FALSE	94
"sp|P0CX33|RS30A_YEAST"	"YEAST"	FALSE	49
"sp|P0CX34|RS30B_YEAST"	"YEAST"	FALSE	49
"sp|P0CX35|RS4A_YEAST"	"YEAST"	FALSE	152
"sp|P0CX36|RS4B_YEAST"	"YEAST"	FALSE	152
"sp|P0CX37|RS6A_YEAST"	"YEAST"	FALSE	171
"sp|P0CX38|RS6B_YEAST"	"YEAST"	FALSE	171
"sp|P0CX39|RS8A_YEAST"	"YEAST"	FALSE	126
"sp|P0CX40|RS8B_YEAST"	"YEAST"	FALSE	126
"sp|P0CX41|RL23A_YEAST"	"YEAST"	FALSE	64
"sp|P0CX42|RL23B_YEAST"	"YEAST"	FALSE	64
"sp|P0CX43|RL1A_YEAST"	"YEAST"	FALSE	111
"sp|P0CX44|RL1B_YEAST"	"YEAST"	FALSE	111
"sp|P0CX45|RL2A_YEAST"	"YEAST"	FALSE	141
"sp|P0CX46|RL2B_YEAST"	"YEAST"	FALSE	141
"sp|P0CX47|RS11A_YEAST"	"YEAST"	FALSE	95
"sp|P0CX48|RS11B_YEAST"	"YEAST"	FALSE	95
"sp|P0CX49|RL18A_YEAST"	"YEAST"	FALSE	123
"sp|P0CX50|RL18B_YEAST"	"YEAST"	FALSE	123
"sp|P0CX51|RS16A_YEAST"	"YEAST"	FALSE	83
"sp|P0CX52|RS16B_YEAST"	"YEAST"	FALSE	83
"sp|P0CX53|RL12A_YEAST"	"YEAST"	FALSE	81
"sp|P0CX54|RL12B_YEAST"	"YEAST"	FALSE	81
"sp|P0CX55|RS18A_YEAST"	"YEAST"	FALSE	85
"sp|P0CX56|RS18B_YEAST"	"YEAST"	FALSE	85
"sp|P0CX57|YA11A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX58|YP12A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX59|YO12A_YEAST"	"YEAST"	FALSE	116
"sp|P0CX60|YP13A_YEAST"	"YEAST"	FALSE	116
"sp|P0CX61|YF21A_YEAST"	"YEAST"	FALSE	122
"sp|P0CX62|YG22A_YEAST"	"YEAST"	FALSE	122
"sp|P0CX63|YF21B_YEAST"	"YEAST"	FALSE	686
"sp|P0CX64|YG22B_YEAST"	"YEAST"	FALSE	686
"sp|P0CX65|YD14A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX66|YE12A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX67|YG13A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX68|YL11A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX69|YM14A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX70|YD15A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX71|YE11A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX72|YL12A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX73|YP11A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX74|YJ11A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX75|YL13A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX76|YM12A_YEAST"	"YEAST"	FALSE	120
"sp|P0CX77|ASP22_YEAST"	"YEAST"	FALSE	75
"sp|P0CX78|ASP23_YEAST"	"YEAST"	FALSE	75
"sp|P0CX79|ASP24_YEAST"	"YEAST"	FALSE	75
"sp|P0CX80|MTCU1_YEAST"	"YEAST"	FALSE	21
"sp|P0CX81|MTCU2_YEAST"	"YEAST"	FALSE	21
"sp|P0CX82|RL19A_YEAST"	"YEAST"	FALSE	149
"sp|P0CX83|RL19B_YEAST"	"YEAST"	FALSE	149
"sp|P0CX84|RL35A_YEAST"	"YEAST"	FALSE	91
"sp|P0CX85|RL35B_YEAST"	"YEAST"	FALSE	91
"sp|P0CX86|RL41A_YEAST"	"YEAST"	FALSE	17
"sp|P0CX87|RL41B_YEAST"	"YEAST"	FALSE	17
"sp|P0CX88|YAN0_YEAST"	"YEAST"	FALSE	74
"sp|P0CX89|YH212_YEAST"	"YEAST"	FALSE	74
"sp|P0CX90|YAN1_YEAST"	"YEAST"	FALSE	9
"sp|P0CX91|YH21A_YEAST"	"YEAST"	FALSE	9
"sp|P0CX92|YAN9_YEAST"	"YEAST"	FALSE	10
"sp|P0CX93|YH21D_YEAST"	"YEAST"	FALSE	10
"sp|P0CX94|YE190_YEAST"	"YEAST"	FALSE	51
"sp|P0CX95|YE07A_YEAST"	"YEAST"	FALSE	51
"sp|P0CX96|YG296_YEAST"	"YEAST"	FALSE	51
"sp|P0CX97|YP283_YEAST"	"YEAST"	FALSE	51
"sp|P0CX98|YP20A_YEAST"	"YEAST"	FALSE	51
"sp|P0CX99|YFG8_YEAST"	"YEAST"	FALSE	54
"sp|P0CY00|YL66A_YEAST"	"YEAST"	FALSE	54
"sp|P0CY01|YL67A_YEAST"	"YEAST"	FALSE	54
"sp|P0CY02|YL15H_YEAST"	"YEAST"	FALSE	15
"sp|P0CY03|YL15A_YEAST"	"YEAST"	FALSE	15
"sp|P0CY04|YL157_YEAST"	"YEAST"	FALSE	15
"sp|P0CY05|YL159_YEAST"	"YEAST"	FALSE	15
"sp|P0CY06|MTAL1_YEAST"	"YEAST"	FALSE	75
"sp|P0CY07|HMAL1_YEAST"	"YEAST"	FALSE	75
"sp|P0CY08|MTAL2_YEAST"	"YEAST"	FALSE	113
"sp|P0CY09|HMAL2_YEAST"	"YEAST"	FALSE	113
"sp|P0CY11|HMRA1_YEAST"	"YEAST"	FALSE	67
"sp|P0CY13|HMRA2_YEAST"	"YEAST"	FALSE	65
"sp|P0CZ17|ASP21_YEAST"	"YEAST"	FALSE	75
"sp|P0CZ25|D10OS_HUMAN"	"HUMAN"	FALSE	64
"sp|P0DH78|RN224_HUMAN"	"HUMAN"	TRUE	50
"sp|P0DI80|SMIM6_HUMAN"	"HUMAN"	TRUE	3
"sp|P0DI81|TPC2A_HUMAN"	"HUMAN"	FALSE	48
"sp|P0DI82|TPC2B_HUMAN"	"HUMAN"	FALSE	48
"sp|P0DI83|NARR_HUMAN"	"HUMAN"	FALSE	85
"sp|P0DJ07|PT100_HUMAN"	"HUMAN"	FALSE	36
"sp|P0DJ93|SIM13_HUMAN"	"HUMAN"	FALSE	23
"sp|P0DJD0|RGPD1_HUMAN"	"HUMAN"	FALSE	747
"sp|P0DJD1|RGPD2_HUMAN"	"HUMAN"	FALSE	749
"sp|P0DJD3|RBY1A_HUMAN"	"HUMAN"	FALSE	287
"sp|P0DJD4|RBY1C_HUMAN"	"HUMAN"	FALSE	283
"sp|P0DJD7|PEPA4_HUMAN"	"HUMAN"	FALSE	50
"sp|P0DJD8|PEPA3_HUMAN"	"HUMAN"	FALSE	54
"sp|P0DJD9|PEPA5_HUMAN"	"HUMAN"	FALSE	54
"sp|P0DJG4|THEGL_HUMAN"	"HUMAN"	FALSE	214
"sp|P0DJH9|RD3L_HUMAN"	"HUMAN"	FALSE	79
"sp|P0DJI8|SAA1_HUMAN"	"HUMAN"	FALSE	49
"sp|P0DJI9|SAA2_HUMAN"	"HUMAN"	FALSE	55
"sp|P0DJJ0|SRG2C_HUMAN"	"HUMAN"	FALSE	209
"sp|P0DJR0|GIMD1_HUMAN"	"HUMAN"	TRUE	74
"sp|P0DKB3|MNTS_ECOLI"	"ECOLI"	FALSE	13
"sp|P0DKB5|TPBGL_HUMAN"	"HUMAN"	FALSE	147
"sp|P0DKB6|MPC1L_HUMAN"	"HUMAN"	TRUE	52
"sp|P0DKL9|A14EL_HUMAN"	"HUMAN"	FALSE	78
"sp|P0DKV0|S31C1_HUMAN"	"HUMAN"	FALSE	434
"sp|P0DKX0|ZN728_HUMAN"	"HUMAN"	FALSE	338
"sp|P0DKX4|SIM18_HUMAN"	"HUMAN"	TRUE	28
"sp|P0DL12|SIM17_HUMAN"	"HUMAN"	FALSE	28
"sp|P0DM35|M1BL1_HUMAN"	"HUMAN"	FALSE	31
"sp|P0DM63|NPIA8_HUMAN"	"HUMAN"	FALSE	164
"sp|P0DM85|CRFC_ECOLI"	"ECOLI"	FALSE	248
"sp|P0DMB1|P23D2_HUMAN"	"HUMAN"	FALSE	63
"sp|P0DMB2|CH088_HUMAN"	"HUMAN"	FALSE	36
"sp|P0DMC3|ELA_HUMAN"	"HUMAN"	FALSE	22
"sp|P0DMC5|RCSC_ECOLI"	"ECOLI"	FALSE	348
"sp|P0DMC7|RCSB_ECOLI"	"ECOLI"	FALSE	83
"sp|P0DMC9|RCSA_ECOLI"	"ECOLI"	FALSE	73
"sp|P0DME0|SETLP_HUMAN"	"HUMAN"	FALSE	103
"sp|P0DML2|CSH1_HUMAN"	"HUMAN"	FALSE	77
"sp|P0DML3|CSH2_HUMAN"	"HUMAN"	FALSE	77
"sp|P0DMM9|ST1A3_HUMAN"	"HUMAN"	FALSE	109
"sp|P0DMN0|ST1A4_HUMAN"	"HUMAN"	FALSE	109
"sp|P0DMP1|HMN12_HUMAN"	"HUMAN"	FALSE	7
"sp|P0DMP2|SRG2B_HUMAN"	"HUMAN"	FALSE	218
"sp|P0DMQ5|INAM2_HUMAN"	"HUMAN"	FALSE	40
"sp|P0DMQ9|CH089_HUMAN"	"HUMAN"	FALSE	88
"sp|P0DMR1|HNRC4_HUMAN"	"HUMAN"	FALSE	150
"sp|P0DMR2|SG1C2_HUMAN"	"HUMAN"	FALSE	30
"sp|P0DMR3|AT8OS_HUMAN"	"HUMAN"	FALSE	90
"sp|P0DMS8|AA3R_HUMAN"	"HUMAN"	FALSE	78
"sp|P0DMS9|TMIG3_HUMAN"	"HUMAN"	FALSE	106
"sp|P0DMT0|MLN_HUMAN"	"HUMAN"	TRUE	12
"sp|P0DMU2|OR83P_HUMAN"	"HUMAN"	FALSE	52
"sp|P0DMU3|F231L_HUMAN"	"HUMAN"	FALSE	50
"sp|P0DMU7|CT456_HUMAN"	"HUMAN"	FALSE	103
"sp|P0DMU8|CT455_HUMAN"	"HUMAN"	FALSE	103
"sp|P0DMU9|CT45A_HUMAN"	"HUMAN"	FALSE	98
"sp|P0DMV0|CT457_HUMAN"	"HUMAN"	FALSE	103
"sp|P0DMV1|CT458_HUMAN"	"HUMAN"	FALSE	102
"sp|P0DMV2|CT459_HUMAN"	"HUMAN"	FALSE	102
"sp|P0DMV8|HS71A_HUMAN"	"HUMAN"	FALSE	266
"sp|P0DMV9|HS71B_HUMAN"	"HUMAN"	FALSE	266
"sp|P0DMW2|PYDC4_HUMAN"	"HUMAN"	FALSE	11
"sp|P0DMW3|SIML1_HUMAN"	"HUMAN"	TRUE	17
"sp|P0DMW4|SIL2A_HUMAN"	"HUMAN"	FALSE	29
"sp|P0DMW5|SIL2B_HUMAN"	"HUMAN"	FALSE	29
"sp|P0DN24|CC086_HUMAN"	"HUMAN"	TRUE	21
"sp|P0DN25|C1C1L_HUMAN"	"HUMAN"	FALSE	101
"sp|P0DN26|PAL4F_HUMAN"	"HUMAN"	FALSE	78
"sp|P0DN37|PAL4G_HUMAN"	"HUMAN"	FALSE	74
"sp|P0DN74|YTIA_ECOLI"	"ECOLI"	FALSE	23
"sp|P0DN77|OPSG2_HUMAN"	"HUMAN"	FALSE	85
"sp|P0DN78|OPSG3_HUMAN"	"HUMAN"	FALSE	85
"sp|P0DN80|OR5H8_HUMAN"	"HUMAN"	FALSE	58
"sp|P0DN81|O13C7_HUMAN"	"HUMAN"	FALSE	80
"sp|P0DN82|O12D1_HUMAN"	"HUMAN"	FALSE	67
"sp|P0DN84|DWORF_HUMAN"	"HUMAN"	TRUE	2
"sp|P0DN86|CGB3_HUMAN"	"HUMAN"	FALSE	52
"sp|P0DN87|CGB7_HUMAN"	"HUMAN"	FALSE	52
"sp|P0DO92|ENOL_HUMAN"	"HUMAN"	TRUE	32
"sp|P0DO97|CC192_HUMAN"	"HUMAN"	FALSE	126
"sp|P0DOX2|IGA2_HUMAN"	"HUMAN"	FALSE	128
"sp|P0DOX3|IGD_HUMAN"	"HUMAN"	FALSE	166
"sp|P0DOX4|IGE_HUMAN"	"HUMAN"	FALSE	172
"sp|P0DOX5|IGG1_HUMAN"	"HUMAN"	FALSE	146
"sp|P0DOX6|IGM_HUMAN"	"HUMAN"	FALSE	189
"sp|P0DOX7|IGK_HUMAN"	"HUMAN"	FALSE	67
"sp|P0DOX8|IGL1_HUMAN"	"HUMAN"	FALSE	56
"sp|P0DOY2|IGLC2_HUMAN"	"HUMAN"	FALSE	32
"sp|P0DOY3|IGLC3_HUMAN"	"HUMAN"	FALSE	32
"sp|P0DOY5|HD101_HUMAN"	"HUMAN"	TRUE	1
"sp|P0DP01|HV108_HUMAN"	"HUMAN"	FALSE	32
"sp|P0DP02|HVC33_HUMAN"	"HUMAN"	FALSE	39
"sp|P0DP03|HVC05_HUMAN"	"HUMAN"	FALSE	39
"sp|P0DP04|HV43D_HUMAN"	"HUMAN"	FALSE	35
"sp|P0DP06|HVD34_HUMAN"	"HUMAN"	FALSE	28
"sp|P0DP07|HV431_HUMAN"	"HUMAN"	FALSE	25
"sp|P0DP08|HVD82_HUMAN"	"HUMAN"	FALSE	28
"sp|P0DP09|KV113_HUMAN"	"HUMAN"	FALSE	24
"sp|P0DP21|YJIP_ECOLI"	"ECOLI"	TRUE	42
"sp|P0DP22|YJIQ_ECOLI"	"ECOLI"	FALSE	76
"sp|P0DP23|CALM1_HUMAN"	"HUMAN"	FALSE	38
"sp|P0DP24|CALM2_HUMAN"	"HUMAN"	FALSE	38
"sp|P0DP25|CALM3_HUMAN"	"HUMAN"	FALSE	38
"sp|P0DP42|T225B_HUMAN"	"HUMAN"	TRUE	38
"sp|P0DP57|SLUR2_HUMAN"	"HUMAN"	TRUE	13
"sp|P0DP58|LYNX1_HUMAN"	"HUMAN"	FALSE	24
"sp|P0DP63|YBEH_ECOLI"	"ECOLI"	TRUE	13
"sp|P0DP64|YBEM_ECOLI"	"ECOLI"	TRUE	60
"sp|P0DP69|PHNE1_ECOLI"	"ECOLI"	FALSE	48
"sp|P0DP70|PHNE2_ECOLI"	"ECOLI"	FALSE	29
"sp|P0DP71|F236C_HUMAN"	"HUMAN"	FALSE	31
"sp|P0DP72|VSXL2_HUMAN"	"HUMAN"	FALSE	152
"sp|P0DP73|D130B_HUMAN"	"HUMAN"	FALSE	38
"sp|P0DP74|D130A_HUMAN"	"HUMAN"	FALSE	38
"sp|P0DP75|M14OS_HUMAN"	"HUMAN"	FALSE	76
"sp|P0DP89|ILVGP_ECOLI"	"ECOLI"	FALSE	66
"sp|P0DP91|ERPG3_HUMAN"	"HUMAN"	FALSE	432
"sp|P0DPA2|VSIG8_HUMAN"	"HUMAN"	FALSE	116
"sp|P0DPA3|SNH28_HUMAN"	"HUMAN"	FALSE	85
"sp|P0DPB3|SCHI1_HUMAN"	"HUMAN"	FALSE	183
"sp|P0DPB5|RPC22_HUMAN"	"HUMAN"	FALSE	88
"sp|P0DPB6|RPAC2_HUMAN"	"HUMAN"	FALSE	59
"sp|P0DPC4|YTIC_ECOLI"	"ECOLI"	TRUE	5
"sp|P0DPC5|YTID_ECOLI"	"ECOLI"	TRUE	9
"sp|P0DPC6|IDLP_ECOLI"	"ECOLI"	TRUE	9
"sp|P0DPC7|RSED_ECOLI"	"ECOLI"	FALSE	33
"sp|P0DPC8|YMCF_ECOLI"	"ECOLI"	FALSE	22
"sp|P0DPC9|YNFQ_ECOLI"	"ECOLI"	FALSE	21
"sp|P0DPD0|LDRA_ECOLI"	"ECOLI"	FALSE	3
"sp|P0DPD1|LDRC_ECOLI"	"ECOLI"	FALSE	3
"sp|P0DPD5|ZN723_HUMAN"	"HUMAN"	FALSE	262
"sp|P0DPD6|ECE2_HUMAN"	"HUMAN"	FALSE	267
"sp|P0DPD7|EFMT4_HUMAN"	"HUMAN"	FALSE	71
"sp|P0DPD8|EFCE2_HUMAN"	"HUMAN"	FALSE	284
"sp|P0DPE3|TMDD1_HUMAN"	"HUMAN"	FALSE	101
"sp|P0DPF2|NBPFK_HUMAN"	"HUMAN"	FALSE	154
"sp|P0DPF3|NBPF9_HUMAN"	"HUMAN"	FALSE	352
"sp|P0DPF4|TVA35_HUMAN"	"HUMAN"	TRUE	17
"sp|P0DPF5|CB27A_HUMAN"	"HUMAN"	FALSE	46
"sp|P0DPF6|CB27B_HUMAN"	"HUMAN"	FALSE	40
"sp|P0DPF7|TVB63_HUMAN"	"HUMAN"	FALSE	29
"sp|P0DPH7|TBA3C_HUMAN"	"HUMAN"	FALSE	137
"sp|P0DPH8|TBA3D_HUMAN"	"HUMAN"	FALSE	137
"sp|P0DPH9|CX05B_HUMAN"	"HUMAN"	FALSE	74
"sp|P0DPI2|GAL3A_HUMAN"	"HUMAN"	FALSE	95
"sp|P0DPI3|CENL2_HUMAN"	"HUMAN"	FALSE	121
