description,gene_name
sp|P12644|BMP4_HUMAN,P12644
sp|Q9BYV7|BCDO2_HUMAN,Q9BYV7
sp|Q12830|BPTF_HUMAN,Q12830
sp|P18075|BMP7_HUMAN,P18075
sp|Q9BQE9|BCL7B_HUMAN,Q9BQE9
sp|A6NMY6|AXA2L_HUMAN,A6NMY6
sp|Q3ZCQ2|AX2R_HUMAN,Q3ZCQ2
sp|Q9NR55|BATF3_HUMAN,Q9NR55
sp|O00238|BMR1B_HUMAN,O00238
sp|Q9UMX3|BOK_HUMAN,Q9UMX3
sp|Q14692|BMS1_HUMAN,Q14692
sp|Q6W2J9|BCOR_HUMAN,Q6W2J9
sp|Q13323|BIK_HUMAN,Q13323
sp|P52569|CTR2_HUMAN,P52569
sp|Q8ND07|BBOF1_HUMAN,Q8ND07
sp|Q9UKI2|BORG2_HUMAN,Q9UKI2
sp|Q9UBW5|BIN2_HUMAN,Q9UBW5
sp|Q6ZW61|BBS12_HUMAN,Q6ZW61
sp|Q9H694|BICC1_HUMAN,Q9H694
sp|Q13515|BFSP2_HUMAN,Q13515
sp|Q8TAM1|BBS10_HUMAN,Q8TAM1
sp|Q6ZP65|BICL1_HUMAN,Q6ZP65
sp|Q8NCU1|CC197_HUMAN,Q8NCU1
sp|Q6UXS9|CASPC_HUMAN,Q6UXS9
sp|Q96AQ1|CC74A_HUMAN,Q96AQ1
sp|Q96LY2|CC74B_HUMAN,Q96LY2
sp|P60606|CTXN1_HUMAN,P60606
sp|Q9GZT6|CC90B_HUMAN,Q9GZT6
sp|Q5BKX8|CAVN4_HUMAN,Q5BKX8
sp|Q8N5S3|CB073_HUMAN,Q8N5S3
sp|Q8N535|CB052_HUMAN,Q8N535
sp|Q2NKX9|CB068_HUMAN,Q2NKX9
sp|Q9NZT1|CALL5_HUMAN,Q9NZT1
sp|Q3KRA6|CB076_HUMAN,Q3KRA6
sp|Q8TD86|CALL6_HUMAN,Q8TD86
sp|Q9H257|CARD9_HUMAN,Q9H257
sp|P0DP24|CALM2_HUMAN,P0DP24
sp|Q03135|CAV1_HUMAN,Q03135
sp|Q8N7E2|CBLL2_HUMAN,Q8N7E2
sp|Q5RIA9|CBWD5_HUMAN,Q5RIA9
sp|Q96EU7|C1GLC_HUMAN,Q96EU7
sp|Q9NPI6|DCP1A_HUMAN,Q9NPI6
sp|Q9UKL3|C8AP2_HUMAN,Q9UKL3
sp|Q6UB35|C1TM_HUMAN,Q6UB35
sp|Q8N5N4|CC022_HUMAN,Q8N5N4
sp|Q8N4T0|CBPA6_HUMAN,Q8N4T0
sp|Q3SXR2|CC036_HUMAN,Q3SXR2
sp|P47756|CAPZB_HUMAN,P47756
sp|P00736|C1R_HUMAN,P00736
sp|Q9UPW5|CBPC1_HUMAN,Q9UPW5
sp|P0CE67|CC079_HUMAN,P0CE67
sp|P42574|CASP3_HUMAN,P42574
sp|A6NI87|CBY3_HUMAN,A6NI87
sp|Q96C86|DCPS_HUMAN,Q96C86
sp|Q9NZU7|CABP1_HUMAN,Q9NZU7
sp|Q9H7X2|CA115_HUMAN,Q9H7X2
sp|Q6DHV5|C2D2B_HUMAN,Q6DHV5
sp|Q6P9G0|CB5D1_HUMAN,Q6P9G0
sp|Q8TF44|C2C4C_HUMAN,Q8TF44
sp|Q9BXU9|CABP8_HUMAN,Q9BXU9
sp|Q6ZUS5|CC121_HUMAN,Q6ZUS5
sp|Q13117|DAZ2_HUMAN,Q13117
sp|Q9UBU7|DBF4A_HUMAN,Q9UBU7
sp|Q9NR90|DAZ3_HUMAN,Q9NR90
sp|Q96EP5|DAZP1_HUMAN,Q96EP5
sp|Q9H816|DCR1B_HUMAN,Q9H816
sp|Q9UI36|DACH1_HUMAN,Q9UI36
sp|Q16581|C3AR_HUMAN,Q16581
sp|Q96MF4|CC140_HUMAN,Q96MF4
sp|Q96NX9|DACH2_HUMAN,Q96NX9
sp|Q8IVL8|CBPO_HUMAN,Q8IVL8
sp|Q00975|CAC1B_HUMAN,Q00975
sp|Q569K6|CC157_HUMAN,Q569K6
sp|A4D256|CC14C_HUMAN,A4D256
sp|Q5T5Y3|CAMP1_HUMAN,Q5T5Y3
sp|A6NI56|CC154_HUMAN,A6NI56
sp|Q14444|CAPR1_HUMAN,Q14444
sp|Q9P1Y5|CAMP3_HUMAN,Q9P1Y5
sp|A0A0D9SF12|CC163_HUMAN,A0A0D9SF12
sp|P0C7W6|CC172_HUMAN,P0C7W6
sp|P23280|CAH6_HUMAN,P23280
sp|O00305|CACB4_HUMAN,O00305
sp|P33151|CADH5_HUMAN,P33151
sp|Q9H251|CAD23_HUMAN,Q9H251
sp|Q49A88|CCD14_HUMAN,Q49A88
sp|Q8WU49|CG033_HUMAN,Q8WU49
sp|Q8WUJ3|CEMIP_HUMAN,Q8WUJ3
sp|Q9H7B7|CG069_HUMAN,Q9H7B7
sp|Q8N884|CGAS_HUMAN,Q8N884
sp|Q9Y6H1|CHCH2_HUMAN,Q9Y6H1
sp|Q8N7R7|CCYL1_HUMAN,Q8N7R7
sp|Q9P2D1|CHD7_HUMAN,Q9P2D1
sp|Q6IPU0|CENPP_HUMAN,Q6IPU0
sp|O14646|CHD1_HUMAN,O14646
sp|P25685|DNJB1_HUMAN,P25685
sp|P51861|CDR1_HUMAN,P51861
sp|Q96G23|CERS2_HUMAN,Q96G23
sp|Q8N5B7|CERS5_HUMAN,Q8N5B7
sp|Q8NHS0|DNJB8_HUMAN,Q8NHS0
sp|Q96SC8|DMTA2_HUMAN,Q96SC8
sp|Q9UBS3|DNJB9_HUMAN,Q9UBS3
sp|Q13319|CD5R2_HUMAN,Q13319
sp|Q07687|DLX2_HUMAN,Q07687
sp|Q96KC8|DNJC1_HUMAN,Q96KC8
sp|O60479|DLX3_HUMAN,O60479
sp|Q99543|DNJC2_HUMAN,Q99543
sp|Q9Y222|DMTF1_HUMAN,Q9Y222
sp|Q92988|DLX4_HUMAN,Q92988
sp|P56178|DLX5_HUMAN,P56178
sp|O15263|DFB4A_HUMAN,O15263
sp|Q13217|DNJC3_HUMAN,Q13217
sp|Q09019|DMWD_HUMAN,Q09019
sp|O43633|CHM2A_HUMAN,O43633
sp|Q9NRI5|DISC1_HUMAN,Q9NRI5
sp|P56179|DLX6_HUMAN,P56179
sp|P32970|CD70_HUMAN,P32970
sp|Q9Y485|DMXL1_HUMAN,Q9Y485
sp|Q9UQN3|CHM2B_HUMAN,Q9UQN3
sp|Q96F81|DISP1_HUMAN,Q96F81
sp|Q9UKY7|CDV3_HUMAN,Q9UKY7
sp|A7MBM2|DISP2_HUMAN,A7MBM2
sp|Q96CF2|CHM4C_HUMAN,Q96CF2
sp|P40259|CD79B_HUMAN,P40259
sp|P60033|CD81_HUMAN,P60033
sp|P0CG37|CFC1_HUMAN,P0CG37
sp|Q9BXF3|CECR2_HUMAN,Q9BXF3
sp|A6H8M9|CDHR4_HUMAN,A6H8M9
sp|Q8TC90|CCER1_HUMAN,Q8TC90
sp|O15519|CFLAR_HUMAN,O15519
sp|Q8WXS4|CCGL_HUMAN,Q8WXS4
sp|Q8IWY9|CDAN1_HUMAN,Q8IWY9
sp|Q86SI9|CEI_HUMAN,Q86SI9
sp|Q14004|CDK13_HUMAN,Q14004
sp|Q9BXT2|CCG6_HUMAN,Q9BXT2
sp|Q96J87|CELF6_HUMAN,Q96J87
sp|Q5JU67|CF157_HUMAN,Q5JU67
sp|Q96MT7|CFA44_HUMAN,Q96MT7
sp|Q7Z4U5|CF201_HUMAN,Q7Z4U5
sp|Q9NZA1|CLIC5_HUMAN,Q9NZA1
sp|Q2M2E5|CE064_HUMAN,Q2M2E5
sp|Q9H5X1|CIA2A_HUMAN,Q9H5X1
sp|Q14061|COX17_HUMAN,Q14061
sp|P24311|COX7B_HUMAN,P24311
sp|O60397|COX7S_HUMAN,O60397
sp|Q53SF7|COBL1_HUMAN,Q53SF7
sp|P16562|CRIS2_HUMAN,P16562
sp|P50238|CRIP1_HUMAN,P50238
sp|Q8TBR5|CSAS1_HUMAN,Q8TBR5
sp|Q13536|CROC4_HUMAN,Q13536
sp|Q8IUH2|CREG2_HUMAN,Q8IUH2
sp|P0DMV0|CT457_HUMAN,P0DMV0
sp|Q5W186|CST9_HUMAN,Q5W186
sp|P09104|ENOG_HUMAN,P09104
sp|P24310|CX7A1_HUMAN,P24310
sp|P78312|F193A_HUMAN,P78312
sp|Q9UQB3|CTND2_HUMAN,Q9UQB3
sp|P19876|CXCL3_HUMAN,P19876
sp|P80162|CXCL6_HUMAN,P80162
sp|Q8TCP9|F200A_HUMAN,Q8TCP9
sp|A0A1B0GTU2|CTXD1_HUMAN,A0A1B0GTU2
sp|O14578|CTRO_HUMAN,O14578
sp|Q9H8W3|F204A_HUMAN,Q9H8W3
sp|Q96GG9|DCNL1_HUMAN,Q96GG9
sp|Q8IWE4|DCNL3_HUMAN,Q8IWE4
sp|Q9BTE7|DCNL5_HUMAN,Q9BTE7
sp|Q9NXF7|DCA16_HUMAN,Q9NXF7
sp|Q9NV06|DCA13_HUMAN,Q9NV06
sp|P0C864|DANCR_HUMAN,P0C864
sp|P61962|DCAF7_HUMAN,P61962
sp|A0PJW8|DAPL1_HUMAN,A0PJW8
sp|O43155|FLRT2_HUMAN,O43155
sp|Q9NRD1|FBX6_HUMAN,Q9NRD1
sp|Q7Z7B7|DB132_HUMAN,Q7Z7B7
sp|Q9UER7|DAXX_HUMAN,Q9UER7
sp|Q8NET1|D108B_HUMAN,Q8NET1
sp|A6NHG4|DDTL_HUMAN,A6NHG4
sp|Q96HY6|DDRGK_HUMAN,Q96HY6
sp|Q96GQ7|DDX27_HUMAN,Q96GQ7
sp|Q9UHL0|DDX25_HUMAN,Q9UHL0
sp|Q9Y2H0|DLGP4_HUMAN,Q9Y2H0
sp|Q4G0W2|DUS28_HUMAN,Q4G0W2
sp|Q96JC9|EAF1_HUMAN,Q96JC9
sp|Q9BSY9|DESI2_HUMAN,Q9BSY9
sp|O14641|DVL2_HUMAN,O14641
sp|P01909|DQA1_HUMAN,P01909
sp|P0DN84|DWORF_HUMAN,P0DN84
sp|Q86XH1|DRC11_HUMAN,Q86XH1
sp|Q02487|DSC2_HUMAN,Q02487
sp|O95905|ECD_HUMAN,O95905
sp|P55084|ECHB_HUMAN,P55084
sp|Q8N608|DPP10_HUMAN,Q8N608
sp|Q9Y463|DYR1B_HUMAN,Q9Y463
sp|O60762|DPM1_HUMAN,O60762
sp|Q9BU89|DOHH_HUMAN,Q9BU89
sp|P0CG01|GKN3_HUMAN,P0CG01
sp|Q9UKW6|ELF5_HUMAN,Q9UKW6
sp|Q14156|EFR3A_HUMAN,Q14156
sp|P60002|ELOF1_HUMAN,P60002
sp|Q6NXP0|EFC12_HUMAN,Q6NXP0
sp|O75071|EFC14_HUMAN,O75071
sp|Q9HA90|EFCC1_HUMAN,Q9HA90
sp|Q7L9B9|EEPD1_HUMAN,Q7L9B9
sp|Q9H6Z9|EGLN3_HUMAN,Q9H6Z9
sp|P17813|EGLN_HUMAN,P17813
sp|P29692|EF1D_HUMAN,P29692
sp|P57053|H2BFS_HUMAN,P57053
sp|Q7Z2K6|ERMP1_HUMAN,Q7Z2K6
sp|Q8NB25|F184A_HUMAN,Q8NB25
sp|Q03468|ERCC6_HUMAN,Q03468
sp|A6NDY2|F90AA_HUMAN,A6NDY2
sp|Q8IZT6|ASPM_HUMAN,Q8IZT6
sp|Q7L311|ARMX2_HUMAN,Q7L311
sp|Q9UN42|AT1B4_HUMAN,Q9UN42
sp|Q9UH62|ARMX3_HUMAN,Q9UH62
sp|Q5H9R4|ARMX4_HUMAN,Q5H9R4
sp|Q6P1M9|ARMX5_HUMAN,Q6P1M9
sp|Q9BXN1|ASPN_HUMAN,Q9BXN1
sp|Q7L4S7|ARMX6_HUMAN,Q7L4S7
sp|Q96KQ4|ASPP1_HUMAN,Q96KQ4
sp|Q13625|ASPP2_HUMAN,Q13625
sp|P49407|ARRB1_HUMAN,P49407
sp|P26436|ASPX_HUMAN,P26436
sp|P32121|ARRB2_HUMAN,P32121
sp|O14983|AT2A1_HUMAN,O14983
sp|P36575|ARRC_HUMAN,P36575
sp|Q8N5I2|ARRD1_HUMAN,Q8N5I2
sp|Q8TBH0|ARRD2_HUMAN,Q8TBH0
sp|Q96B67|ARRD3_HUMAN,Q96B67
sp|Q86WX3|AROS_HUMAN,Q86WX3
sp|Q9NZ32|ARP10_HUMAN,Q9NZ32
sp|Q93084|AT2A3_HUMAN,Q93084
sp|P56211|ARP19_HUMAN,P56211
sp|Q2TB18|ASTE1_HUMAN,Q2TB18
sp|Q9Y284|ASTER_HUMAN,Q9Y284
sp|P20020|AT2B1_HUMAN,P20020
sp|Q9UBL0|ARP21_HUMAN,Q9UBL0
sp|Q01814|AT2B2_HUMAN,Q01814
sp|Q16720|AT2B3_HUMAN,Q16720
sp|P61160|ARP2_HUMAN,P61160
sp|P23634|AT2B4_HUMAN,P23634
sp|O94817|ATG12_HUMAN,O94817
sp|P98194|AT2C1_HUMAN,P98194
sp|O75185|AT2C2_HUMAN,O75185
sp|Q6HA08|ASTL_HUMAN,Q6HA08
sp|Q8TBG4|AT2L1_HUMAN,Q8TBG4
sp|Q2TAZ0|ATG2A_HUMAN,Q2TAZ0
sp|O14525|ASTN1_HUMAN,O14525
sp|Q8IUZ5|AT2L2_HUMAN,Q8IUZ5
sp|Q96BY7|ATG2B_HUMAN,Q96BY7
sp|O75129|ASTN2_HUMAN,O75129
sp|Q96CP6|ASTRA_HUMAN,Q96CP6
sp|Q5VTU8|AT5EL_HUMAN,Q5VTU8
sp|P24539|AT5F1_HUMAN,P24539
sp|Q3KR37|ASTRB_HUMAN,Q3KR37
sp|P05496|AT5G1_HUMAN,P05496
sp|P48201|AT5G3_HUMAN,P48201
sp|Q7Z4Y8|AT5L2_HUMAN,Q7Z4Y8
sp|L0R819|ASURF_HUMAN,L0R819
sp|Q9ULK2|AT7L1_HUMAN,Q9ULK2
sp|Q5T6C5|AT7L2_HUMAN,Q5T6C5
sp|Q8IXJ9|ASXL1_HUMAN,Q8IXJ9
sp|Q14CW9|AT7L3_HUMAN,Q14CW9
sp|Q9Y2Q0|AT8A1_HUMAN,Q9Y2Q0
sp|Q76L83|ASXL2_HUMAN,Q76L83
sp|Q9C0F0|ASXL3_HUMAN,Q9C0F0
sp|Q9NTI2|AT8A2_HUMAN,Q9NTI2
sp|P00966|ASSY_HUMAN,P00966
sp|O43520|AT8B1_HUMAN,O43520
sp|Q8N2F6|ARM10_HUMAN,Q8N2F6
sp|Q5T9G4|ARM12_HUMAN,Q5T9G4
sp|Q8WWH4|ASZ1_HUMAN,Q8WWH4
sp|Q9Y4P1|ATG4B_HUMAN,Q9Y4P1
sp|Q96DT6|ATG4C_HUMAN,Q96DT6
sp|Q9NT62|ATG3_HUMAN,Q9NT62
sp|O60312|AT10A_HUMAN,O60312
sp|O94823|AT10B_HUMAN,O94823
sp|Q9P241|AT10D_HUMAN,Q9P241
sp|P48047|ATPO_HUMAN,P48047
sp|Q9H324|ATS10_HUMAN,Q9H324
sp|P58397|ATS12_HUMAN,P58397
sp|Q76LX8|ATS13_HUMAN,Q76LX8
sp|Q8WXS8|ATS14_HUMAN,Q8WXS8
sp|Q8TE58|ATS15_HUMAN,Q8TE58
sp|Q8TE57|ATS16_HUMAN,Q8TE57
sp|Q8TE56|ATS17_HUMAN,Q8TE56
sp|Q8TE60|ATS18_HUMAN,Q8TE60
sp|P59510|ATS20_HUMAN,P59510
sp|O95450|ATS2_HUMAN,O95450
sp|Q9UKP5|ATS6_HUMAN,Q9UKP5
sp|Q9UKP4|ATS7_HUMAN,Q9UKP4
sp|P06576|ATPB_HUMAN,P06576
sp|P25705|ATPA_HUMAN,P25705
sp|Q8WWM7|ATX2L_HUMAN,Q8WWM7
sp|Q9NUZ1|ACOXL_HUMAN,Q9NUZ1
sp|P36544|ACHA7_HUMAN,P36544
sp|Q9Y235|ABEC2_HUMAN,Q9Y235
sp|Q8IZY2|ABCA7_HUMAN,Q8IZY2
sp|Q6UXT9|ABH15_HUMAN,Q6UXT9
sp|Q04844|ACHE_HUMAN,Q04844
sp|Q07912|ACK1_HUMAN,Q07912
sp|Q96I13|ABHD8_HUMAN,Q96I13
sp|Q709F0|ACD11_HUMAN,Q709F0
sp|Q9NYB9|ABI2_HUMAN,Q9NYB9
sp|Q9H3Z7|ABHGB_HUMAN,Q9H3Z7
sp|P01023|A2MG_HUMAN,P01023
sp|Q5SZJ8|BEND6_HUMAN,Q5SZJ8
sp|Q9UKV8|AGO2_HUMAN,Q9UKV8
sp|Q9ULX6|AKP8L_HUMAN,Q9ULX6
sp|Q9NRL2|BAZ1A_HUMAN,Q9NRL2
sp|Q9Y243|AKT3_HUMAN,Q9Y243
sp|O00170|AIP_HUMAN,O00170
sp|O43918|AIRE_HUMAN,O43918
sp|Q96QP1|ALPK1_HUMAN,Q96QP1
sp|Q9BV10|ALG12_HUMAN,Q9BV10
sp|Q6GMV1|ALG1L_HUMAN,Q6GMV1
sp|Q9UHB7|AFF4_HUMAN,Q9UHB7
sp|Q9H0I3|CC113_HUMAN,Q9H0I3
sp|P15121|ALDR_HUMAN,P15121
sp|Q96MI9|CBPC4_HUMAN,Q96MI9
sp|Q8N0U7|CA087_HUMAN,Q8N0U7
sp|Q9Y2G4|ANKR6_HUMAN,Q9Y2G4
sp|Q9NPF8|ADAP2_HUMAN,Q9NPF8
sp|Q9BUB4|ADAT1_HUMAN,Q9BUB4
sp|Q16671|AMHR2_HUMAN,Q16671
sp|P35318|ADML_HUMAN,P35318
sp|Q08289|CACB2_HUMAN,Q08289
sp|Q6IQ32|ADNP2_HUMAN,Q6IQ32
sp|Q16790|CAH9_HUMAN,Q16790
sp|Q5VW22|AGAP6_HUMAN,Q5VW22
sp|Q76M96|CCD80_HUMAN,Q76M96
sp|Q8IWF9|CCD83_HUMAN,Q8IWF9
sp|O43307|ARHG9_HUMAN,O43307
sp|A8MX76|CAN14_HUMAN,A8MX76
sp|Q9NZN5|ARHGC_HUMAN,Q9NZN5
sp|Q8N4T4|ARG39_HUMAN,Q8N4T4
sp|P05089|ARGI1_HUMAN,P05089
sp|Q8N7S6|ARI2O_HUMAN,Q8N7S6
sp|P01019|ANGT_HUMAN,P01019
sp|P25098|ARBK1_HUMAN,P25098
sp|Q96IT6|ARAS1_HUMAN,Q96IT6
sp|Q92747|ARC1A_HUMAN,Q92747
sp|Q9BQD7|ANKMT_HUMAN,Q9BQD7
sp|Q99873|ANM1_HUMAN,Q99873
sp|P55064|AQP5_HUMAN,P55064
sp|P07741|APT_HUMAN,P07741
sp|Q8WWL7|CCNB3_HUMAN,Q8WWL7
sp|Q8NE62|CHDH_HUMAN,Q8NE62
sp|A6NCL7|AN33B_HUMAN,A6NCL7
sp|P08133|ANXA6_HUMAN,P08133
sp|P54802|ANAG_HUMAN,P54802
sp|O94973|AP2A2_HUMAN,O94973
sp|Q69YU3|AN34A_HUMAN,Q69YU3
sp|Q92481|AP2B_HUMAN,Q92481
sp|Q96K21|ANCHR_HUMAN,Q96K21
sp|Q7Z6R9|AP2D_HUMAN,Q7Z6R9
sp|Q7Z4T9|CFA91_HUMAN,Q7Z4T9
sp|P49418|AMPH_HUMAN,P49418
sp|Q01432|AMPD3_HUMAN,Q01432
sp|Q6VUC0|AP2E_HUMAN,Q6VUC0
sp|P53680|AP2S1_HUMAN,P53680
sp|Q9BYT9|ANO3_HUMAN,Q9BYT9
sp|Q9HCE9|ANO8_HUMAN,Q9HCE9
sp|Q16853|AOC3_HUMAN,Q16853
sp|O00203|AP3B1_HUMAN,O00203
sp|Q13367|AP3B2_HUMAN,Q13367
sp|P27701|CD82_HUMAN,P27701
sp|P0C854|CECR9_HUMAN,P0C854
sp|O14617|AP3D1_HUMAN,O14617
sp|P17342|ANPRC_HUMAN,P17342
sp|Q7Z713|ANR37_HUMAN,Q7Z713
sp|O00189|AP4M1_HUMAN,O00189
sp|Q06432|CCG1_HUMAN,Q06432
sp|Q8N9B4|ANR42_HUMAN,Q8N9B4
sp|Q9H560|ANR19_HUMAN,Q9H560
sp|Q06278|AOXA_HUMAN,Q06278
sp|C9JTQ0|ANR63_HUMAN,C9JTQ0
sp|Q9UPM8|AP4E1_HUMAN,Q9UPM8
sp|Q8NCT1|ARRD4_HUMAN,Q8NCT1
sp|P98198|AT8B2_HUMAN,P98198
sp|Q5TC04|ATAS1_HUMAN,Q5TC04
sp|Q99618|CDCA3_HUMAN,Q99618
sp|Q9HBZ2|ARNT2_HUMAN,Q9HBZ2
sp|Q9UBL3|ASH2L_HUMAN,Q9UBL3
sp|Q8TBY9|CF251_HUMAN,Q8TBY9
sp|P42127|ASIP_HUMAN,P42127
sp|Q5T5A4|CF276_HUMAN,Q5T5A4
sp|Q16515|ASIC2_HUMAN,Q16515
sp|Q9Y2D1|ATF5_HUMAN,Q9Y2D1
sp|Q99929|ASCL2_HUMAN,Q99929
sp|O15511|ARPC5_HUMAN,O15511
sp|Q08708|CLM6_HUMAN,Q08708
sp|Q8N0X4|CLYBL_HUMAN,Q8N0X4
sp|O75175|CNOT3_HUMAN,O75175
sp|Q96SN8|CK5P2_HUMAN,Q96SN8
sp|Q04656|ATP7A_HUMAN,Q04656
sp|A0A1B0GUU1|CQ113_HUMAN,A0A1B0GUU1
sp|Q2M243|CCD27_HUMAN,Q2M243
sp|Q8IWA6|CCD60_HUMAN,Q8IWA6
sp|Q86Y37|CACL1_HUMAN,Q86Y37
sp|A6NI79|CCD69_HUMAN,A6NI79
sp|Q9UFE4|CCD39_HUMAN,Q9UFE4
sp|Q8IYR0|CF206_HUMAN,Q8IYR0
sp|P56750|CLD17_HUMAN,P56750
sp|P49759|CLK1_HUMAN,P49759
sp|Q5JTZ5|CI152_HUMAN,Q5JTZ5
sp|P56880|CLD20_HUMAN,P56880
sp|P28907|CD38_HUMAN,P28907
sp|Q9UGP5|DPOLL_HUMAN,Q9UGP5
sp|Q9NP87|DPOLM_HUMAN,Q9NP87
sp|Q7Z5Q5|DPOLN_HUMAN,Q7Z5Q5
sp|Q8WWK9|CKAP2_HUMAN,Q8WWK9
sp|P02458|CO2A1_HUMAN,P02458
sp|P34972|CNR2_HUMAN,P34972
sp|P02462|CO4A1_HUMAN,P02462
sp|O94779|CNTN5_HUMAN,O94779
sp|Q96B23|CR025_HUMAN,Q96B23
sp|Q8TCD1|CR032_HUMAN,Q8TCD1
sp|Q14894|CRYM_HUMAN,Q14894
sp|P23786|CPT2_HUMAN,P23786
sp|Q8N123|CPXCR_HUMAN,Q8N123
sp|Q8N436|CPXM2_HUMAN,Q8N436
sp|O95741|CPNE6_HUMAN,O95741
sp|Q6P387|CP046_HUMAN,Q6P387
sp|P54107|CRIS1_HUMAN,P54107
sp|P46108|CRK_HUMAN,P46108
sp|Q9H095|DRC9_HUMAN,Q9H095
sp|Q8NFI4|F10A5_HUMAN,Q8NFI4
sp|P50502|F10A1_HUMAN,P50502
sp|O75355|ENTP3_HUMAN,O75355
sp|Q6NXG1|ESRP1_HUMAN,Q6NXG1
sp|P43268|ETV4_HUMAN,P43268
sp|Q6PCT2|FXL19_HUMAN,Q6PCT2
sp|O60258|FGF17_HUMAN,O60258
sp|P16260|GDC_HUMAN,P16260
sp|Q96IK5|GMCL1_HUMAN,Q96IK5
sp|Q9UKD1|GMEB2_HUMAN,Q9UKD1
sp|Q8N428|GLT16_HUMAN,Q8N428
sp|Q5T7V8|GORAB_HUMAN,Q5T7V8
sp|Q7Z5G4|GOGA7_HUMAN,Q7Z5G4
sp|Q01581|HMCS1_HUMAN,Q01581
sp|P0CJ74|HMN7_HUMAN,P0CJ74
sp|Q5SSJ5|HP1B3_HUMAN,Q5SSJ5
sp|Q8NCD3|HJURP_HUMAN,Q8NCD3
sp|Q8TDY8|IGDC4_HUMAN,Q8TDY8
sp|Q14627|I13R2_HUMAN,Q14627
sp|Q9UF12|HYPDH_HUMAN,Q9UF12
sp|Q6UXK2|ISLR2_HUMAN,Q6UXK2
sp|Q14624|ITIH4_HUMAN,Q14624
sp|P08476|INHBA_HUMAN,P08476
sp|O15131|IMA6_HUMAN,O15131
sp|Q2M1V0|ISX_HUMAN,Q2M1V0
sp|P46940|IQGA1_HUMAN,P46940
sp|Q96L93|KI16B_HUMAN,Q96L93
sp|Q5VWP3|MLIP_HUMAN,Q5VWP3
sp|Q9Y5U8|MPC1_HUMAN,Q9Y5U8
sp|Q8NFH3|NUP43_HUMAN,Q8NFH3
sp|Q96PE5|OPALI_HUMAN,Q96PE5
sp|Q9UKX7|NUP50_HUMAN,Q9UKX7
sp|Q149M9|NWD1_HUMAN,Q149M9
sp|Q9ULI1|NWD2_HUMAN,Q9ULI1
sp|P36021|MOT8_HUMAN,P36021
sp|P30301|MIP_HUMAN,P30301
sp|Q8N1F7|NUP93_HUMAN,Q8N1F7
sp|Q9BYG3|MK67I_HUMAN,Q9BYG3
sp|P50281|MMP14_HUMAN,P50281
sp|O95156|NXPH2_HUMAN,O95156
sp|Q02750|MP2K1_HUMAN,Q02750
sp|P36507|MP2K2_HUMAN,P36507
sp|Q9H000|MKRN2_HUMAN,Q9H000
sp|P45985|MP2K4_HUMAN,P45985
sp|Q9NRE1|MMP26_HUMAN,Q9NRE1
sp|O95158|NXPH4_HUMAN,O95158
sp|Q13434|MKRN4_HUMAN,Q13434
sp|C0HLV8|MP31_HUMAN,C0HLV8
sp|P08253|MMP2_HUMAN,P08253
sp|Q8NH16|OR2L2_HUMAN,Q8NH16
sp|P19105|ML12A_HUMAN,P19105
sp|P22894|MMP8_HUMAN,P22894
sp|Q8NG85|OR2L3_HUMAN,Q8NG85
sp|Q9Y6R0|NUMBL_HUMAN,Q9Y6R0
sp|Q5JR59|MTUS2_HUMAN,Q5JR59
sp|Q9HC84|MUC5B_HUMAN,Q9HC84
sp|Q9NXG6|P4HTM_HUMAN,Q9NXG6
sp|Q68CQ1|MROH7_HUMAN,Q68CQ1
sp|Q6P1R3|MSD2_HUMAN,Q6P1R3
sp|A0A3B3IT52|MSD5_HUMAN,A0A3B3IT52
sp|Q13613|MTMR1_HUMAN,Q13613
sp|Q9Y6C9|MTCH2_HUMAN,Q9Y6C9
sp|Q9Y483|MTF2_HUMAN,Q9Y483
sp|Q7Z401|MYCPP_HUMAN,Q7Z401
sp|Q9UJ70|NAGK_HUMAN,Q9UJ70
sp|P60323|NANO3_HUMAN,P60323
sp|Q8NFF2|NCKX4_HUMAN,Q8NFF2
sp|Q14494|NF2L1_HUMAN,Q14494
sp|O95803|NDST3_HUMAN,O95803
sp|O43676|NDUB3_HUMAN,O43676
sp|Q86Y39|NDUAB_HUMAN,Q86Y39
sp|O95631|NET1_HUMAN,O95631
sp|Q969G9|NKD1_HUMAN,Q969G9
sp|P43699|NKX21_HUMAN,P43699
sp|Q86UQ8|NFE4_HUMAN,Q86UQ8
sp|Q6ZS30|NBEL1_HUMAN,Q6ZS30
sp|P26715|NKG2A_HUMAN,P26715
sp|Q12857|NFIA_HUMAN,Q12857
sp|Q96M43|NBPF4_HUMAN,Q96M43
sp|Q8NFP7|NUD10_HUMAN,Q8NFP7
sp|Q14919|NC2A_HUMAN,Q14919
sp|Q8NCQ3|NC301_HUMAN,Q8NCQ3
sp|P06748|NPM_HUMAN,P06748
sp|Q9Y5Y2|NUBP2_HUMAN,Q9Y5Y2
sp|O95478|NSA2_HUMAN,O95478
sp|Q92617|NPIB3_HUMAN,Q92617
sp|P35232|PHB1_HUMAN,P35232
sp|P36871|PGM1_HUMAN,P36871
sp|Q9NUG6|PDRG1_HUMAN,Q9NUG6
sp|P07205|PGK2_HUMAN,P07205
sp|P25791|RBTN2_HUMAN,P25791
sp|A8MTL3|R212B_HUMAN,A8MTL3
